Customer ID,MeanProdSale,TotalSale,TotalProd,MeanSpentSession,MeanProdSession,TotalProdRet,MinProdSpent,MaxProdSpent,MeanTimeGap,Nsessions,DistinctProd
17950.0,2.6168965517241376,1193.6200000000008,619,170.51714285714283,88.42857142857143,48,0.42,109.5,41.66666666666666,6.0,110
15291.0,5.537913669064748,8526.21,2718,275.03903225806454,87.6774193548387,32,9.5,408.0,11.6,24.0,81
16875.0,3.740254237288136,2029.73,1011,184.5209090909091,91.9090909090909,19,6.8,81.6,26.1,6.0,90
13901.0,3.671428571428572,2732.1400000000003,1587,182.1426666666667,105.8,18,4.5600000000000005,119.7,22.928571428571427,10.0,148
14198.0,5.676346153846154,864.0799999999997,328,144.01333333333332,54.66666666666666,5,4.5600000000000005,40.8,36.6,5.0,33
18145.0,1.9960479041916168,2428.840000000001,2230,346.97714285714284,318.57142857142856,6,1.45,90.0,34.166666666666664,6.0,124
15521.0,3.2455963302752293,4089.19,2673,371.7445454545454,243.0,4,1.25,140.25,24.1,8.0,120
18171.0,6.316578947368421,1206.0000000000002,510,301.5,127.5,0,9.9,81.6,53.66666666666666,4.0,34
13557.0,2.030983606557377,1982.5200000000004,1624,165.21,135.33333333333334,38,5.04,60.0,26.0,9.0,96
17949.0,3.660897435897436,45320.72,25450,638.3199999999999,356.32394366197184,1094,26.4,3942.0,4.927536231884058,63.0,29
18051.0,1.9653488372093024,1580.3300000000004,1150,263.3883333333334,191.66666666666663,1,6.6000000000000005,145.0,31.2,5.0,35
17861.0,2.17871382636656,2683.8999999999987,2169,243.99090909090916,197.1818181818182,2,0.55,127.5,29.6,9.0,200
16017.0,3.2605050505050506,1341.95,538,335.4875,134.5,0,0.95,59.85,91.33333333333331,4.0,81
13253.0,2.081025641025641,1920.71,1443,960.355,721.5,0,12.16,153.0,9.0,2.0,39
14653.0,4.254418604651163,1333.3199999999993,776,333.33000000000004,194.0,0,0.55,178.31,56.333333333333336,4.0,117
13338.0,5.129266055045872,1791.8000000000002,879,255.9714285714285,125.57142857142856,16,7.800000000000001,59.9,44.16666666666666,3.0,101
16779.0,2.104285714285714,16469.740000000016,10649,531.2819354838709,343.51612903225805,45,0.42,306.0,11.4,27.0,243
14969.0,3.2392307692307694,906.23,665,906.23,665.0,0,27.84,131.39999999999998,0.0,1.0,13
14606.0,2.836518400847233,18176.990000000224,9275,151.4749166666667,77.29166666666667,54,0.12,135.0,2.95,94.0,1052
13831.0,4.832528735632184,3971.73,1476,305.5176923076923,113.53846153846152,4,1.25,326.4,22.5,11.0,64
14422.0,3.113585526315789,5516.869999999996,2886,394.0621428571429,206.14285714285717,8,5.04,65.69999999999999,16.615384615384617,12.0,183
15865.0,3.5824137931034485,1353.7899999999995,779,676.8949999999999,389.5,0,1.25,67.8,174.0,2.0,86
18102.0,4.8100000000000005,332186.3999999997,116115,3908.075294117648,1360.0,712,1.7,3884.000000000001,4.125,80.0,263
13610.0,3.4560317460317465,1027.4500000000012,386,128.43125,48.25,6,0.42,51.0,42.142857142857146,7.0,156
15768.0,5.386075050709939,12936.86999999998,3230,497.57192307692304,124.23076923076924,0,0.84,135.84,12.12,26.0,312
13965.0,3.52125,777.6600000000001,402,155.532,80.4,23,10.2,229.5,65.5,3.0,23
15311.0,2.7896137787056365,47446.78999999999,29237,322.76727891156474,198.89115646258503,758,0.21,338.0,2.4482758620689653,111.0,562
17754.0,1.5126724137931034,2483.99,2176,275.99888888888887,241.77777777777777,18,0.85,165.0,40.375,7.0,101
13442.0,6.658181818181817,221.87000000000003,73,110.935,36.5,0,1.25,45.95,154.0,2.0,22
14954.0,2.9502439024390243,167.27000000000004,92,167.27000000000004,92.0,0,1.25,13.9,0.0,1.0,41
17364.0,3.4208536585365854,6436.509999999996,4314,402.281875,269.625,1,0.42,358.47,21.6,15.0,254
12835.0,3.6283752417794974,4983.809999999988,1936,115.90255813953488,45.02325581395349,10,0.29,95.25,7.302325581395348,36.0,117
13267.0,3.4441203703703707,5042.929999999998,2119,193.9588461538461,81.5,44,5.04,102.0,13.541666666666666,17.0,102
14210.0,3.5110743801652897,4218.379999999996,1930,281.22533333333337,128.66666666666666,7,5.04,47.7,16.714285714285715,11.0,128
17675.0,3.3524228028503567,17421.820000000003,7845,370.6770212765957,166.91489361702128,123,6.8,306.0,7.152173913043479,38.0,174
17362.0,2.976238532110092,698.3100000000003,356,116.385,59.333333333333336,2,0.42,35.400000000000006,42.8,5.0,84
16467.0,1.1945454545454544,2731.2799999999997,7292,390.18285714285713,1041.7142857142858,4,49.5,243.36,27.166666666666668,6.0,14
13408.0,2.688100558659218,23946.620000000003,13338,460.51192307692304,256.4807692307692,42,6.2,270.0,6.784313725490196,43.0,162
14194.0,3.016836461126005,7232.319999999999,4146,344.3961904761905,197.42857142857144,51,4.5600000000000005,88.80000000000001,16.05,15.0,246
18008.0,4.4679166666666665,17670.940000000002,6249,1262.2099999999996,446.3571428571428,0,0.95,8925.0,24.384615384615383,14.0,54
15712.0,3.9854368932038833,2139.5999999999995,726,305.6571428571429,103.71428571428572,1,10.2,67.5,33.166666666666664,6.0,66
17965.0,3.2664453125,4384.939999999998,2515,230.7863157894736,132.3684210526316,24,0.42,51.0,17.666666666666668,16.0,369
17753.0,2.841527777777778,388.06,126,77.612,25.2,2,0.42,76.19999999999999,55.0,4.0,63
14258.0,4.0384,17424.670000000013,9913,871.2334999999999,495.65,119,13.2,403.2,15.421052631578949,15.0,84
17941.0,2.184,1128.72,856,376.24,285.3333333333333,0,102.0,414.72,51.5,3.0,3
14828.0,1.6775,6981.300000000001,6886,698.1300000000001,688.6,48,7.800000000000001,417.6,32.44444444444444,9.0,61
12471.0,2.939736842105263,17284.029999999988,8448,257.9705970149254,126.08955223880596,182,5.04,700.8,5.292307692307692,41.0,152
18094.0,2.93625,3349.12,1630,478.4457142857143,232.8571428571429,16,6.6000000000000005,190.5,31.166666666666668,6.0,36
15684.0,6.616666666666666,64.55,9,32.275,4.5,0,9.9,39.8,97.0,2.0,2
16985.0,12.650363636363636,5055.909999999998,1380,361.13642857142855,98.57142857142856,3,7.800000000000001,295.0,22.846153846153847,12.0,73
14626.0,2.5439795918367345,2181.2999999999997,1379,311.6142857142857,197.0,1,5.04,187.5,32.0,6.0,77
17404.0,1.7147058823529413,18334.299999999992,21394,1410.3307692307692,1645.6923076923076,490,0.85,1188.0,27.58333333333333,10.0,67
16163.0,4.9,1548.4,370,309.68,74.0,6,14.85,204.0,74.75,3.0,19
13855.0,2.3400000000000003,448.5900000000001,294,149.53,98.0,13,5.04,94.64,48.0,2.0,34
14032.0,2.136435643564357,1848.86,1531,205.42888888888885,170.11111111111111,18,5.04,54.24,41.5,5.0,48
13727.0,5.657068965517242,603.22,193,100.53666666666668,32.166666666666664,3,0.95,45.95,25.6,5.0,50
13081.0,2.0308427389014296,30470.96000000013,22136,1269.6233333333332,922.3333333333334,189,3.9,177.60000000000002,13.608695652173912,18.0,497
14051.0,3.821830985915493,7436.4299999999985,2401,437.4370588235294,141.23529411764707,31,2.55,175.2,21.6875,15.0,53
14541.0,2.932857142857143,1038.0299999999995,482,173.005,80.33333333333333,0,0.95,60.0,47.4,6.0,49
12978.0,2.629056603773585,1557.2400000000005,876,389.31000000000006,219.0,0,1.65,59.400000000000006,100.66666666666669,4.0,91
15266.0,5.648717948717949,732.9100000000002,218,183.2275,54.5,0,4.5600000000000005,158.0,102.33333333333331,4.0,36
16641.0,1.98125,323.4,198,323.4,198.0,0,10.2,17.700000000000003,0.0,1.0,24
16525.0,3.2979041916167664,10629.14,6638,462.1365217391305,288.60869565217394,10,1.25,305.28000000000003,14.0,20.0,76
16554.0,3.8152631578947367,1350.13,669,135.013,66.9,86,6.959999999999999,51.0,28.22222222222222,4.0,77
16862.0,2.358857142857143,662.33,513,165.5825,128.25,0,7.800000000000001,50.400000000000006,56.333333333333336,4.0,34
16888.0,4.122777777777777,437.1500000000001,147,145.71666666666667,49.0,0,0.44,37.9,90.0,3.0,44
13173.0,3.01408256880734,2129.990000000004,1344,212.99899999999997,134.4,1,0.42,60.0,28.666666666666668,9.0,139
16746.0,2.45605415860735,10596.360000000011,6578,423.8544,263.12,5,0.42,183.6,14.333333333333334,22.0,244
14732.0,4.724392523364486,2205.03,692,183.75250000000003,57.66666666666666,11,7.5,102.0,27.0,9.0,71
15785.0,2.293798449612403,3261.610000000001,2612,191.85941176470587,153.64705882352942,27,7.800000000000001,187.5,19.0625,10.0,76
16600.0,2.1501639344262293,970.03,849,107.7811111111111,94.33333333333331,25,1.92,35.400000000000006,25.5,6.0,46
12839.0,2.4131726907630524,4141.880000000001,2760,295.84857142857135,197.14285714285717,68,2.98,93.0,25.0,11.0,97
17677.0,2.560814814814815,20443.780000000028,12515,524.1994871794873,320.8974358974359,90,6.8,252.0,8.921052631578947,24.0,228
13952.0,3.607634854771784,8318.010000000002,3916,639.8469230769232,301.2307692307692,3,4.5600000000000005,238.8,23.75,11.0,169
15874.0,7.150135135135135,6841.830000000004,2557,456.122,170.46666666666667,11,4.2,590.0,20.071428571428573,14.0,168
13394.0,2.4705128205128206,3762.649999999998,2603,313.5541666666667,216.91666666666663,6,1.92,75.60000000000001,28.63636363636364,10.0,158
15100.0,6.397058823529412,2177.15,265,181.42916666666667,22.08333333333333,53,15.3,350.4,30.727272727272727,6.0,11
15324.0,2.30875,140.22000000000003,74,140.22000000000003,74.0,0,6.72,35.400000000000006,0.0,1.0,8
14465.0,2.134571428571429,2887.4100000000008,2141,360.92625,267.625,0,7.800000000000001,245.76,25.0,8.0,31
15152.0,1.956551724137931,518.1400000000001,290,518.1400000000001,290.0,0,6.8,45.0,0.0,1.0,29
16351.0,2.019090909090909,2768.0299999999984,1787,197.71642857142857,127.64285714285714,40,5.04,163.2,25.692307692307693,10.0,115
15222.0,1.1701785714285715,2410.4999999999995,2602,160.7,173.46666666666667,308,1.3,145.0,16.571428571428573,9.0,91
16325.0,2.474747474747475,2614.8199999999997,2022,261.482,202.2,16,5.04,106.2,30.666666666666668,7.0,88
13599.0,2.299225352112676,4180.970000000001,2520,220.05105263157893,132.6315789473684,91,5.04,165.0,16.22222222222222,12.0,87
16656.0,1.7723076923076924,7800.450000000006,6301,354.56590909090914,286.40909090909093,424,16.650000000000002,1209.6,12.526315789473683,15.0,15
13089.0,2.66594952681388,58683.82000000016,29678,458.46734375000017,231.859375,746,1.68,1051.1999999999998,2.7777777777777777,109.0,475
14911.0,4.251124419020379,138317.9999999991,67228,601.3826086956523,292.2869565217391,3459,1.65,408.0,1.5350877192982455,184.0,1710
13767.0,3.63490990990991,18121.23,8016,385.5580851063829,170.5531914893617,27,6.959999999999999,232.0,7.511111111111111,39.0,94
14480.0,2.337714285714286,712.37,375,237.45666666666668,125.0,1,5.04,50.400000000000006,114.5,2.0,31
12678.0,2.83018779342723,16187.15,11357,1618.7149999999997,1135.7,115,1.65,630.0,25.22222222222222,9.0,141
15808.0,3.263632416787265,14898.84000000002,5997,744.942,299.85,19,0.55,350.4,16.842105263157894,17.0,306
16057.0,3.3029896907216494,1519.580000000001,799,253.26333333333332,133.16666666666666,29,8.5,29.9,41.2,3.0,91
16592.0,2.0865816326530613,3238.58,2374,231.3271428571429,169.57142857142858,67,5.04,59.400000000000006,24.923076923076923,11.0,118
13711.0,4.199041095890411,1338.25,646,133.825,64.6,11,7.95,54.0,32.0,6.0,69
13468.0,4.2570601851851855,7498.789999999996,3118,174.39046511627905,72.51162790697674,40,5.04,67.5,8.365853658536585,36.0,198
13693.0,4.3769230769230765,1445.1700000000003,679,206.45285714285717,96.85714285714286,0,6.6000000000000005,38.25,53.5,6.0,57
12648.0,3.329756097560976,723.95,350,180.9875,87.5,4,10.0,40.8,87.0,3.0,31
14769.0,2.764493243243243,4422.27,3005,368.5225,250.41666666666663,26,4.75,51.0,31.09090909090909,9.0,214
13047.0,5.385526315789474,5449.200000000005,1868,209.58461538461543,71.84615384615384,33,9.9,163.2,13.916666666666666,16.0,114
17018.0,6.35,1016.0,160,338.6666666666667,53.333333333333336,0,59.5,67.5,54.0,3.0,11
15586.0,1.58,1128.66,1302,282.165,325.5,36,10.2,120.96,54.66666666666666,3.0,30
14045.0,3.3503030303030306,8327.279999999999,3840,520.4549999999999,240.0,340,34.0,1224.0,21.066666666666663,13.0,16
16497.0,4.013351648351648,3434.739999999998,1543,214.67125,96.4375,0,5.04,153.0,15.533333333333331,16.0,132
17457.0,2.5819047619047617,3718.43,1729,309.8691666666668,144.08333333333334,50,9.9,496.8,20.0,8.0,20
12417.0,5.141375,2727.1500000000005,1211,194.79642857142852,86.5,11,4.2,51.0,26.692307692307693,10.0,135
13728.0,4.691808510638298,1704.030000000001,767,189.33666666666667,85.22222222222223,0,7.800000000000001,44.94,34.125,9.0,54
13360.0,3.477424242424242,1464.1000000000006,932,209.15714285714287,133.14285714285714,10,10.2,142.8,43.4,4.0,58
15827.0,5.078384615384616,1980.4100000000024,1016,82.51708333333333,42.333333333333336,35,7.800000000000001,71.6,12.636363636363637,16.0,73
13854.0,3.933170731707317,4712.929999999999,1685,248.048947368421,88.6842105263158,9,9.95,238.8,19.11111111111111,16.0,41
14063.0,7.645833333333333,2769.9,1338,923.3,446.0,0,22.5,431.4,100.0,3.0,11
14735.0,4.180792682926829,5979.520000000001,2120,249.14666666666668,88.33333333333333,10,9.9,244.8,14.130434782608695,23.0,115
15369.0,1.9769642857142853,4272.149999999999,2431,388.3772727272728,221.0,665,13.2,534.6,33.9,10.0,43
17243.0,4.284813614262561,8836.469999999985,3658,200.8288636363636,83.13636363636364,13,0.42,139.2,8.023255813953488,37.0,230
13199.0,2.1820408163265306,7174.580000000003,6314,231.43806451612903,203.67741935483872,5,6.959999999999999,414.72,9.9,30.0,25
16103.0,3.1805921052631576,4573.120000000001,2048,217.76761904761904,97.52380952380952,33,6.2,166.8,16.65,16.0,92
15607.0,2.489381443298969,1478.46,1251,123.20500000000004,102.75,17,2.28,53.1,18.0,8.0,83
16772.0,5.625423728813559,2785.5999999999985,560,928.5333333333332,186.66666666666663,26,12.5,462.25,65.5,2.0,54
12681.0,2.4006990521327016,16344.740000000029,10429,583.7407142857145,372.4642857142857,77,4.5600000000000005,122.4,12.62962962962963,23.0,341
16027.0,3.693157894736842,947.72,874,86.15636363636365,79.45454545454545,78,25.200000000000003,89.69999999999999,22.7,9.0,11
12971.0,2.3114285714285714,4891.2199999999975,4140,135.86722222222224,115.0,1488,6.6000000000000005,230.4,9.823529411764708,34.0,44
14327.0,2.16063829787234,1583.2799999999995,1157,316.656,231.4,0,7.800000000000001,53.1,66.25,5.0,89
18170.0,4.717045454545455,1897.6900000000005,775,316.2816666666667,129.16666666666666,0,1.25,83.4,58.4,6.0,49
14016.0,3.5314110429447854,7804.989999999999,3970,867.2211111111113,441.1111111111111,1,2.52,197.1,39.75,8.0,273
15465.0,4.703662790697674,5712.180000000001,1549,357.0112500000001,96.8125,2,1.9,306.0,22.0,15.0,75
18087.0,3.12171875,9656.56,3568,804.7133333333335,297.3333333333333,10,8.64,1143.0,26.363636363636363,11.0,33
13044.0,3.2888082901554405,4263.730000000003,2122,355.3108333333333,176.83333333333334,2,0.42,102.0,26.272727272727277,10.0,327
16556.0,4.678346456692913,4023.359999999997,2310,268.22400000000005,154.0,18,2.28,295.0,23.428571428571427,9.0,172
12714.0,2.245074626865672,7964.199999999995,5426,1327.3666666666666,904.3333333333334,0,2.28,102.0,49.2,6.0,306
14573.0,4.117740585774058,1381.1000000000015,425,276.2200000000001,85.0,0,0.21,40.0,42.5,5.0,130
15640.0,2.933867403314917,12679.71000000001,6616,667.353157894737,348.2105263157895,18,0.55,275.4,19.166666666666668,16.0,175
14031.0,4.555701943844492,21933.70000000001,7832,756.3344827586205,270.0689655172414,127,0.42,306.0,12.185185185185183,23.0,157
15856.0,2.1575442043222006,17520.790000000045,9123,648.9181481481481,337.8888888888889,42,0.65,326.4,13.576923076923077,24.0,175
13259.0,3.389618644067797,1137.310000000003,384,142.16375,48.0,0,0.42,30.6,43.71428571428572,8.0,180
16109.0,0.6792307692307692,327.6,480,327.6,480.0,0,9.12,69.12,0.0,1.0,13
17539.0,2.8721111111111117,810.5200000000002,556,270.17333333333335,185.33333333333331,10,1.25,47.400000000000006,97.0,2.0,78
16787.0,3.4830701754385966,1035.43,474,258.8575,118.5,0,0.21,30.0,85.33333333333333,4.0,102
12540.0,2.705635738831615,8082.660000000001,4518,538.8439999999999,301.2,0,5.04,232.0,24.642857142857142,15.0,168
14849.0,2.332455696202532,8205.049999999983,6525,303.8907407407408,241.66666666666663,113,5.04,95.4,14.291666666666666,23.0,185
14532.0,4.539589552238806,3136.18,858,348.4644444444445,95.33333333333331,1,0.85,135.0,40.625,8.0,190
17920.0,2.685596059113301,19058.32000000013,9612,515.0897297297297,259.7837837837838,3,0.21,375.0,9.02777777777778,35.0,400
17323.0,1.1884558823529412,644.5199999999999,666,128.90400000000002,133.2,0,0.55,20.28,71.5,5.0,91
13410.0,2.439047619047619,1102.48,672,275.62,168.0,6,10.08,306.0,100.66666666666669,3.0,18
14160.0,2.5198130841121498,8421.470000000001,4661,1203.0671428571427,665.8571428571429,0,5.04,279.0,42.16666666666666,7.0,80
13762.0,1.1910714285714286,2165.76,2336,541.44,584.0,0,15.0,208.8,71.66666666666667,4.0,21
18231.0,4.224500000000001,4776.100000000003,2098,199.0041666666667,87.41666666666667,2,0.65,118.8,14.652173913043478,23.0,148
15527.0,4.067298850574713,2906.5499999999984,1080,161.47500000000002,60.0,73,0.42,102.0,20.705882352941178,15.0,126
15413.0,2.6222222222222222,2285.3,772,1142.65,386.0,0,16.5,731.52,257.0,2.0,9
14299.0,2.990969696969697,7157.989999999999,4352,298.2495833333333,181.33333333333331,99,4.75,350.4,15.08695652173913,17.0,75
14685.0,3.3379054054054054,3171.8300000000013,1286,453.1185714285714,183.7142857142857,15,0.42,238.8,51.0,5.0,87
12951.0,2.790839694656489,2122.3500000000017,1150,176.86249999999995,95.83333333333331,9,7.800000000000001,35.7,23.363636363636363,9.0,83
14091.0,3.141538461538462,9530.080000000002,3316,4765.04,1658.0,0,228.96,1485.0,220.0,2.0,13
15601.0,2.2882173913043475,7919.839999999991,6012,465.8729411764706,353.6470588235294,6,5.04,81.6,19.1875,15.0,136
13999.0,2.6756016597510377,5167.2999999999965,2642,258.365,132.1,8,3.1,122.04,15.263157894736842,16.0,121
15061.0,2.268984126984127,87799.40999999996,52331,1020.9233720930232,608.5,396,0.55,2978.4,3.8072289156626495,82.0,107
13319.0,3.735069033530572,11294.71,4575,262.6676744186047,106.3953488372093,47,7.9,153.0,8.341463414634147,33.0,210
13634.0,3.8054615384615382,2930.989999999998,1231,244.2491666666667,102.66666666666669,156,0.42,59.400000000000006,32.6,11.0,151
17222.0,3.024285714285714,1234.9600000000005,733,246.992,146.6,0,1.65,70.80000000000001,67.75,5.0,70
18242.0,1.8133870967741936,1372.7199999999998,1004,343.18000000000006,251.0,0,6.6000000000000005,81.12,72.0,4.0,46
17147.0,5.274727272727273,1391.1600000000003,418,139.116,41.8,8,5.04,175.2,28.444444444444443,5.0,41
15738.0,1.98640866873065,8598.019999999997,6176,318.4451851851852,228.74074074074076,7,6.8,116.25,12.653846153846152,25.0,64
15769.0,1.7420454545454545,30563.4,18268,1528.1699999999998,913.4,0,30.6,660.0,15.736842105263158,20.0,11
13162.0,2.492255639097744,5886.339999999999,3476,490.5283333333334,289.6666666666667,37,4.75,165.0,29.454545454545453,10.0,112
17113.0,4.153144654088051,2151.0100000000016,823,307.2871428571429,117.57142857142856,92,0.55,59.400000000000006,37.5,6.0,122
12913.0,3.3269767441860467,3892.89,1691,556.1271428571429,241.57142857142856,0,12.75,714.0,39.66666666666666,7.0,25
13709.0,3.640972222222222,1263.7000000000005,614,252.74,122.8,0,5.04,35.8,53.75,5.0,64
15044.0,4.4534782608695656,8596.309999999989,2670,373.75260869565216,116.08695652173913,12,0.42,79.6,15.0,17.0,212
17139.0,3.4043202416918428,8915.989999999996,4677,685.8453846153848,359.7692307692308,0,5.04,99.0,22.416666666666668,13.0,226
18115.0,3.233333333333334,9.7,3,9.7,3.0,0,1.65,5.95,0.0,1.0,3
12533.0,2.992222222222222,214.47000000000008,100,71.49000000000002,33.333333333333336,118,6.8,25.5,112.0,1.0,34
13093.0,2.873402173913043,48346.92000000004,22684,732.5290909090908,343.6969696969697,106,5.04,734.4000000000001,5.246153846153846,47.0,168
17529.0,3.725121951219512,1240.2500000000002,790,620.125,395.0,0,5.04,30.0,89.0,2.0,78
12549.0,1.5789583333333332,1570.6799999999998,1365,314.136,273.0,0,4.62,302.40000000000003,70.5,5.0,37
12875.0,0.4057142857142857,1307.52,4896,326.88,1224.0,0,97.92,293.76000000000005,80.0,4.0,2
17739.0,4.083444444444444,4480.19,1305,407.29,118.63636363636364,3,12.6,152.64,34.4,10.0,42
17740.0,2.192222222222222,426.9,222,71.15,37.0,0,12.6,121.68,45.8,6.0,5
15549.0,3.9217021276595743,652.7,242,130.54000000000002,48.4,0,1.14,51.0,69.5,5.0,43
14984.0,4.938,1058.14,290,264.535,72.5,0,14.85,365.76,54.333333333333336,4.0,11
18252.0,3.86,525.45,383,175.15,127.66666666666669,0,15.6,81.6,110.0,3.0,16
17978.0,3.361851851851852,1338.66,1706,446.22,568.6666666666666,0,0.85,207.36,25.0,3.0,38
12406.0,2.603606557377049,2791.46,1574,697.8650000000001,393.5,24,6.959999999999999,290.0,69.33333333333333,3.0,44
14646.0,2.9833882352941177,237617.9600000002,164631,3046.3841025641027,2110.6153846153848,1776,0.42,1620.0,4.571428571428571,70.0,589
16569.0,1.4747368421052631,908.88,596,302.96,198.66666666666663,0,5.04,162.72,114.0,3.0,18
12980.0,14.5453125,8882.699999999999,1020,592.18,68.0,20,55.8,699.0,23.071428571428573,12.0,7
13178.0,1.9370289855072464,8378.929999999998,5005,598.495,357.5,23,5.04,122.4,25.46153846153846,10.0,146
17023.0,2.5904081632653058,800.1800000000001,530,266.72666666666663,176.66666666666666,0,7.800000000000001,35.400000000000006,12.0,3.0,48
17188.0,2.8198837209302323,2162.3700000000003,1224,240.2633333333333,136.0,17,5.04,175.2,36.0,6.0,79
18061.0,3.403026315789474,4198.859999999999,2545,233.27,141.38888888888889,1,13.2,315.0,19.11764705882353,17.0,21
16019.0,3.960252100840336,12419.180000000006,4733,517.4658333333334,197.20833333333331,265,0.38,225.0,14.208333333333334,17.0,147
13433.0,4.62375,656.8700000000001,189,131.37399999999997,37.8,1,10.2,175.2,57.5,4.0,22
17961.0,3.4916190476190474,1509.07,563,27.94574074074074,10.425925925925926,3,0.42,125.0,6.622641509433962,52.0,246
15380.0,2.982,1528.3200000000002,512,254.72,85.33333333333333,16,23.4,265.5,50.2,5.0,3
14867.0,6.066304347826088,2000.6100000000008,609,142.90071428571426,43.5,3,10.0,119.7,23.153846153846157,12.0,51
15186.0,3.323636363636364,991.79,501,330.59666666666664,167.0,0,14.85,60.0,52.5,3.0,22
12600.0,4.139818181818182,1954.54,589,150.34923076923076,45.30769230769231,6,3.3600000000000003,71.4,27.08333333333333,11.0,30
16732.0,5.228424657534247,2882.9,1599,480.48333333333335,266.5,25,5.04,295.0,64.8,2.0,142
12939.0,2.831538461538462,13683.000000000002,5452,1140.25,454.3333333333333,0,81.36,825.0,28.0,12.0,12
16841.0,2.2350485436893206,2136.2400000000007,1228,356.04,204.66666666666663,0,6.6000000000000005,84.15,43.4,6.0,92
17945.0,2.047323943661972,359.49999999999994,243,119.83333333333331,81.0,0,0.21,38.25,0.0,3.0,65
14239.0,3.880238095238095,1665.6700000000008,642,185.0744444444444,71.33333333333333,1,5.8,88.5,41.375,8.0,39
15299.0,3.5211111111111117,5319.540000000001,4602,886.59,767.0,0,303.96,1003.2,65.0,6.0,5
15002.0,2.849300699300699,3807.169999999999,1935,634.5283333333333,322.5,0,0.85,76.5,61.8,6.0,172
12623.0,2.402617449664429,3046.74,1758,507.79,293.0,0,5.04,78.0,60.2,6.0,108
16422.0,2.068760107816712,29374.29000000001,33928,413.72239436619736,476.1126760563381,941,7.800000000000001,974.4,4.9,61.0,99
13622.0,3.4603125,651.45,377,325.725,188.5,2,8.5,59.5,315.0,1.0,32
14861.0,2.115147058823529,991.1100000000002,845,90.1009090909091,76.81818181818181,20,1.25,44.55,31.5,8.0,52
15093.0,2.282813852813853,9442.680000000002,8288,363.18000000000006,318.7692307692308,117,5.04,243.36,14.083333333333334,17.0,85
14225.0,2.8849425287356323,2028.52,1167,405.704,233.4,1,3.75,81.6,81.25,4.0,70
14241.0,1.25,120.0,96,120.0,96.0,0,60.0,60.0,0.0,1.0,2
